0,376
0,369
0,341
0,341
0,367
0,347
0,355
0,378
0,35
0,447
0,342
0,351
0,334
0,342
0,344
0,346
0,451
0,343
0,345
0,346
0,45
0,343
0,344
0,351
0,344
0,344
0,377
0,345
0,451
0,399
0,363
0,342
0,342
0,356
0,342
0,45
0,354
0,342
0,343
0,351
0,344
0,353
0,585
0,344
0,348
0,344
0,342
0,343
0,342
0,342
0,342
0,343
0,343
0,344
0,345
0,342
0,347
0,346
0,342
0,343
0,343
0,343
0,342
0,343
0,365
0,344
0,344
0,344
0,345
0,346
0,35
0,346
0,346
0,346
0,348
0,345
0,347
0,347
0,347
0,346
0,351
0,343
0,347
0,346
0,349
0,346
0,347
0,346
0,347
0,346
0,346
0,343
0,342
0,36
0,344
0,343
0,343
0,343
0,352
0,343
0,343
0,361
0,345
0,34
0,333
0,336
0,344
0,347
0,346
0,342
0,356
0,344
0,352
0,344
0,343
0,345
0,351
0,338
0,35
0,345
0,348
0,349
0,339
0,323
0,34
0,343
0,337
0,329
0,336
0,348
0,347
0,356
0,348
0,343
0,354
0,347
0,346
0,345
0,345
0,349
0,345
0,352
0,346
0,345
0,356
0,347
0,357
0,349
0,343
0,344
0,347
0,34
0,344
0,344
0,344
0,348
0,344
0,344
0,347
0,354
0,344
0,344
0,346
0,343
0,344
0,345
0,345
0,343
0,347
0,344
0,352
0,346
0,346
0,346
0,35
0,346
0,348
0,347
0,346
0,357
0,352
0,344
0,346
0,351
0,345
0,346
0,346
0,345
0,345
0,345
0,345
0,349
0,349
0,345
0,344
0,362
0,343
0,35
0,355
0,338
0,345
0,351
0,346
0,348
0,346
0,346
0,346
0,345
0,353
0,348
0,35
0,346
0,351
0,333
0,336
0,346
0,35
0,381
0,341
0,346
0,353
0,341
0,347
0,352
0,346
0,348
0,347
0,346
0,347
0,346
0,35
0,347
0,35
0,342
0,348
0,35
0,342
0,346
0,346
0,345
0,346
0,348
0,345
0,346
0,346
0,346
0,352
0,346
0,353
0,343
0,345
0,346
0,349
0,344
0,347
0,347
0,346
0,348
0,346
0,347
0,346
0,333
0,345
0,352
0,37
0,334
0,336
0,334
0,326
0,343
0,343
0,343
0,342
0,357
0,341
0,343
0,344
0,347
0,336
0,331
0,339
0,346
0,342
0,346
0,345
0,353
0,349
0,343
0,353
0,354
0,354
0,353
0,353
0,339
0,342
0,349
0,345
0,347
0,345
0,349
0,342
0,34
0,342
0,341
0,342
0,347
0,344
0,352
0,344
0,343
0,344
0,348
0,344
0,343
0,343
0,344
0,343
0,344
0,345
0,345
0,344
0,344
0,344
0,344
0,345
0,347
0,346
0,345
0,346
0,344
0,35
0,346
0,345
0,355
0,342
0,353
0,344
0,358
0,343
0,344
0,345
0,344
0,344
0,345
0,344
0,344
0,343
0,351
0,348
0,347
0,344
0,345
0,35
0,345
0,346
0,345
0,341
0,347
0,343
0,348
0,342
0,339
0,346
0,347
0,352
0,343
0,343
0,344
0,346
0,347
0,344
0,343
0,344
0,344
0,345
0,344
0,345
0,347
0,345
0,344
0,353
0,367
0,345
0,325
0,342
